Comente,Comente_texto,texto_limpo,tokens,tokens_sem_stopwords,tokens_stemmed,texto_final
"E uma puta de uma safadeza, pra guardar nas caixinhas, pode ser a qualquer momento, sábados, domingos e feriados, agora pra retirar, precisa aguardar o próximo dia, se caso o saque  for noite e piora se for em fins de semana, @nubank o dinheiro pertence a mim e tenho o direito de te-lo a disposição no momento em que desejar, independente do dia e horário.","E uma puta de uma safadeza, pra guardar nas caixinhas, pode ser a qualquer momento, sábados, domingos e feriados, agora pra retirar, precisa aguardar o próximo dia, se caso o saque  for noite e piora se for em fins de semana, @nubank o dinheiro pertence a mim e tenho o direito de te-lo a disposição no momento em que desejar, independente do dia e horário.",uma puta uma safadeza pra guardar nas caixinhas pode ser qualquer momento sábados domingos feriados agora pra retirar precisa aguardar próximo dia caso saque for noite piora for fins semana nubank dinheiro pertence mim tenho direito telo disposição momento que desejar independente dia horário,"['uma', 'puta', 'uma', 'safadeza', 'pra', 'guardar', 'nas', 'caixinhas', 'pode', 'ser', 'qualquer', 'momento', 'sábados', 'domingos', 'feriados', 'agora', 'pra', 'retirar', 'precisa', 'aguardar', 'próximo', 'dia', 'caso', 'saque', 'for', 'noite', 'piora', 'for', 'fins', 'semana', 'nubank', 'dinheiro', 'pertence', 'mim', 'tenho', 'direito', 'telo', 'disposição', 'momento', 'que', 'desejar', 'independente', 'dia', 'horário']","['puta', 'safadeza', 'pra', 'guardar', 'caixinhas', 'pode', 'qualquer', 'momento', 'sábados', 'domingos', 'feriados', 'agora', 'pra', 'retirar', 'precisa', 'aguardar', 'próximo', 'dia', 'caso', 'saque', 'noite', 'piora', 'fins', 'semana', 'nubank', 'dinheiro', 'pertence', 'mim', 'direito', 'telo', 'disposição', 'momento', 'desejar', 'independente', 'dia', 'horário']","['put', 'safad', 'pra', 'guard', 'caix', 'pod', 'qualqu', 'moment', 'sáb', 'doming', 'feri', 'agor', 'pra', 'retir', 'precis', 'aguard', 'próx', 'dia', 'cas', 'saqu', 'noit', 'pior', 'fim', 'seman', 'nubank', 'dinh', 'pertenc', 'mim', 'direit', 'tel', 'dispos', 'moment', 'desej', 'independ', 'dia', 'hor']",put safad pra guard caix pod qualqu moment sáb doming feri agor pra retir precis aguard próx dia cas saqu noit pior fim seman nubank dinh pertenc mim direit tel dispos moment desej independ dia hor
"Caixinhas do @NUBANK nunca mais, você fica na mão se precisar retirar seus recursos em fins de semana.","Caixinhas do @NUBANK nunca mais, você fica na mão se precisar retirar seus recursos em fins de semana.",caixinhas nubank nunca mais você fica mão precisar retirar seus recursos fins semana,"['caixinhas', 'nubank', 'nunca', 'mais', 'você', 'fica', 'mão', 'precisar', 'retirar', 'seus', 'recursos', 'fins', 'semana']","['caixinhas', 'nubank', 'nunca', 'fica', 'mão', 'precisar', 'retirar', 'recursos', 'fins', 'semana']","['caix', 'nubank', 'nunc', 'fic', 'mão', 'precis', 'retir', 'recurs', 'fim', 'seman']",caix nubank nunc fic mão precis retir recurs fim seman
Vcs não se atrevam a me cobrar uma compra que eu não fiz! Não se atrevam! Vcs tem problema de segurança e eu NÃO VOU PAGAR POR ISSO,Vcs não se atrevam a me cobrar uma compra que eu não fiz! Não se atrevam! Vcs tem problema de segurança e eu NÃO VOU PAGAR POR ISSO,vcs não atrevam cobrar uma compra que não fiz não atrevam vcs tem problema segurança não vou pagar por isso,"['vcs', 'não', 'atrevam', 'cobrar', 'uma', 'compra', 'que', 'não', 'fiz', 'não', 'atrevam', 'vcs', 'tem', 'problema', 'segurança', 'não', 'vou', 'pagar', 'por', 'isso']","['vcs', 'atrevam', 'cobrar', 'compra', 'fiz', 'atrevam', 'vcs', 'problema', 'segurança', 'vou', 'pagar']","['vc', 'atrev', 'cobr', 'compr', 'fiz', 'atrev', 'vc', 'problem', 'seguranç', 'vou', 'pag']",vc atrev cobr compr fiz atrev vc problem seguranç vou pag
"nubank eo melhor banco, sempre me ajudou disponilizando empréstimos e limites. sempre pago em dias pra nunca falta","nubank eo melhor banco, sempre me ajudou disponilizando empréstimos e limites. sempre pago em dias pra nunca falta",nubank melhor banco sempre ajudou disponilizando empréstimos limites sempre pago dias pra nunca falta,"['nubank', 'melhor', 'banco', 'sempre', 'ajudou', 'disponilizando', 'empréstimos', 'limites', 'sempre', 'pago', 'dias', 'pra', 'nunca', 'falta']","['nubank', 'melhor', 'banco', 'sempre', 'ajudou', 'disponilizando', 'empréstimos', 'limites', 'sempre', 'pago', 'dias', 'pra', 'nunca', 'falta']","['nubank', 'melhor', 'banc', 'sempr', 'ajud', 'disponiliz', 'emprést', 'limit', 'sempr', 'pag', 'dia', 'pra', 'nunc', 'falt']",nubank melhor banc sempr ajud disponiliz emprést limit sempr pag dia pra nunc falt
@nubank vcs não sabem a encrenca que arrumaram,@nubank vcs não sabem a encrenca que arrumaram,nubank vcs não sabem encrenca que arrumaram,"['nubank', 'vcs', 'não', 'sabem', 'encrenca', 'que', 'arrumaram']","['nubank', 'vcs', 'sabem', 'encrenca', 'arrumaram']","['nubank', 'vc', 'sab', 'encrenc', 'arrum']",nubank vc sab encrenc arrum
@nubank Lenny esse banco é abusivo e vai responder processo na justiça pelo abuso e negligência que fizeram com mru CPF tomem cuidado se precisar te mando o número do processo provas de como esse banco é falho e irresponsável sem falar no atendimento tudo eletrônico e atendentes que não sabem resolver o problema. ( processo na justiça contra esse banco,@nubank Lenny esse banco é abusivo e vai responder processo na justiça pelo abuso e negligência que fizeram com mru CPF tomem cuidado se precisar te mando o número do processo provas de como esse banco é falho e irresponsável sem falar no atendimento tudo eletrônico e atendentes que não sabem resolver o problema. ( processo na justiça contra esse banco,nubank lenny esse banco abusivo vai responder processo justiça pelo abuso negligência que fizeram com mru cpf tomem cuidado precisar mando número processo provas como esse banco falho irresponsável sem falar atendimento tudo eletrônico atendentes que não sabem resolver problema processo justiça contra esse banco,"['nubank', 'lenny', 'esse', 'banco', 'abusivo', 'vai', 'responder', 'processo', 'justiça', 'pelo', 'abuso', 'negligência', 'que', 'fizeram', 'com', 'mru', 'cpf', 'tomem', 'cuidado', 'precisar', 'mando', 'número', 'processo', 'provas', 'como', 'esse', 'banco', 'falho', 'irresponsável', 'sem', 'falar', 'atendimento', 'tudo', 'eletrônico', 'atendentes', 'que', 'não', 'sabem', 'resolver', 'problema', 'processo', 'justiça', 'contra', 'esse', 'banco']","['nubank', 'lenny', 'banco', 'abusivo', 'vai', 'responder', 'processo', 'justiça', 'abuso', 'negligência', 'fizeram', 'mru', 'cpf', 'tomem', 'cuidado', 'precisar', 'mando', 'número', 'processo', 'provas', 'banco', 'falho', 'irresponsável', 'falar', 'atendimento', 'tudo', 'eletrônico', 'atendentes', 'sabem', 'resolver', 'problema', 'processo', 'justiça', 'contra', 'banco']","['nubank', 'lenny', 'banc', 'abus', 'vai', 'respond', 'process', 'justiç', 'abus', 'neglig', 'fiz', 'mru', 'cpf', 'tom', 'cuid', 'precis', 'mand', 'númer', 'process', 'prov', 'banc', 'falh', 'irrespons', 'fal', 'atend', 'tud', 'eletrôn', 'atend', 'sab', 'resolv', 'problem', 'process', 'justiç', 'contr', 'banc']",nubank lenny banc abus vai respond process justiç abus neglig fiz mru cpf tom cuid precis mand númer process prov banc falh irrespons fal atend tud eletrôn atend sab resolv problem process justiç contr banc
@nubank até hj continua sem carregar o histórico de transações 🫠🫠🫠🫠🫠,@nubank até hj continua sem carregar o histórico de transações :melting_face::melting_face::melting_face::melting_face::melting_face:,nubank até continua sem carregar histórico transações melting_facemelting_facemelting_facemelting_facemelting_face,"['nubank', 'até', 'continua', 'sem', 'carregar', 'histórico', 'transações', 'melting_facemelting_facemelting_facemelting_facemelting_face']","['nubank', 'continua', 'carregar', 'histórico', 'transações', 'melting_facemelting_facemelting_facemelting_facemelting_face']","['nubank', 'continu', 'carreg', 'histór', 'trans', 'melting_facemelting_facemelting_facemelting_facemelting_fac']",nubank continu carreg histór trans melting_facemelting_facemelting_facemelting_facemelting_fac
@gabrielreis_adv aconteceu isso com a conta do meu pai. O juiz já solicitou o desbloqueio e o Nubank não desbloqueia a conta dele. As contas estão atrasadas e ele está sendo prejudicado financeiramente,@gabrielreis_adv aconteceu isso com a conta do meu pai. O juiz já solicitou o desbloqueio e o Nubank não desbloqueia a conta dele. As contas estão atrasadas e ele está sendo prejudicado financeiramente,gabrielreis_adv aconteceu isso com conta meu pai juiz solicitou desbloqueio nubank não desbloqueia conta dele contas estão atrasadas ele está sendo prejudicado financeiramente,"['gabrielreis_adv', 'aconteceu', 'isso', 'com', 'conta', 'meu', 'pai', 'juiz', 'solicitou', 'desbloqueio', 'nubank', 'não', 'desbloqueia', 'conta', 'dele', 'contas', 'estão', 'atrasadas', 'ele', 'está', 'sendo', 'prejudicado', 'financeiramente']","['gabrielreis_adv', 'aconteceu', 'conta', 'pai', 'juiz', 'solicitou', 'desbloqueio', 'nubank', 'desbloqueia', 'conta', 'contas', 'atrasadas', 'sendo', 'prejudicado', 'financeiramente']","['gabrielreis_adv', 'acontec', 'cont', 'pai', 'juiz', 'solicit', 'desbloquei', 'nubank', 'desbloque', 'cont', 'cont', 'atras', 'send', 'prejudic', 'finance']",gabrielreis_adv acontec cont pai juiz solicit desbloquei nubank desbloque cont cont atras send prejudic finance
Cadê meu comprovante,Cadê meu comprovante,cadê meu comprovante,"['cadê', 'meu', 'comprovante']","['cadê', 'comprovante']","['cad', 'comprov']",cad comprov
💜💟💜💟💜💟💜,:purple_heart::heart_decoration::purple_heart::heart_decoration::purple_heart::heart_decoration::purple_heart:,purple_heartheart_decorationpurple_heartheart_decorationpurple_heartheart_decorationpurple_heart,['purple_heartheart_decorationpurple_heartheart_decorationpurple_heartheart_decorationpurple_heart'],['purple_heartheart_decorationpurple_heartheart_decorationpurple_heartheart_decorationpurple_heart'],['purple_heartheart_decorationpurple_heartheart_decorationpurple_heartheart_decorationpurple_heart'],purple_heartheart_decorationpurple_heartheart_decorationpurple_heartheart_decorationpurple_heart
❤️❤️❤️❤️,:red_heart::red_heart::red_heart::red_heart:,red_heartred_heartred_heartred_heart,['red_heartred_heartred_heartred_heart'],['red_heartred_heartred_heartred_heart'],['red_heartred_heartred_heartred_heart'],red_heartred_heartred_heartred_heart
Alguém aí teve a conta desativada pela nubank? Tendi foi nada,Alguém aí teve a conta desativada pela nubank? Tendi foi nada,alguém teve conta desativada pela nubank tendi foi nada,"['alguém', 'teve', 'conta', 'desativada', 'pela', 'nubank', 'tendi', 'foi', 'nada']","['alguém', 'conta', 'desativada', 'nubank', 'tendi', 'nada']","['alguém', 'cont', 'desativ', 'nubank', 'tend', 'nad']",alguém cont desativ nubank tend nad
@nubank acredito q seja o mesmo problema de diversas pessoas q reclamaram aqui tb,@nubank acredito q seja o mesmo problema de diversas pessoas q reclamaram aqui tb,nubank acredito seja mesmo problema diversas pessoas reclamaram aqui,"['nubank', 'acredito', 'seja', 'mesmo', 'problema', 'diversas', 'pessoas', 'reclamaram', 'aqui']","['nubank', 'acredito', 'problema', 'diversas', 'pessoas', 'reclamaram', 'aqui']","['nubank', 'acredit', 'problem', 'divers', 'pesso', 'reclam', 'aqu']",nubank acredit problem divers pesso reclam aqu
Nao consigo acessar a minha conta nao reconhece minha senha,Nao consigo acessar a minha conta nao reconhece minha senha,nao consigo acessar minha conta nao reconhece minha senha,"['nao', 'consigo', 'acessar', 'minha', 'conta', 'nao', 'reconhece', 'minha', 'senha']","['nao', 'consigo', 'acessar', 'conta', 'nao', 'reconhece', 'senha']","['nao', 'consig', 'acess', 'cont', 'nao', 'reconhec', 'senh']",nao consig acess cont nao reconhec senh
O meu tá sem funciona ainda a,O meu tá sem funciona ainda a,meu sem funciona ainda,"['meu', 'sem', 'funciona', 'ainda']","['funciona', 'ainda']","['func', 'aind']",func aind
Não estou conseguindo acessar minha conta 😢,Não estou conseguindo acessar minha conta :crying_face:,não estou conseguindo acessar minha conta crying_face,"['não', 'estou', 'conseguindo', 'acessar', 'minha', 'conta', 'crying_face']","['conseguindo', 'acessar', 'conta', 'crying_face']","['consegu', 'acess', 'cont', 'crying_fac']",consegu acess cont crying_fac
@nubank meu Pix QR não paga de jeito nenhum,@nubank meu Pix QR não paga de jeito nenhum,nubank meu pix não paga jeito nenhum,"['nubank', 'meu', 'pix', 'não', 'paga', 'jeito', 'nenhum']","['nubank', 'pix', 'paga', 'jeito', 'nenhum']","['nubank', 'pix', 'pag', 'jeit', 'nenhum']",nubank pix pag jeit nenhum
@nubank porque o TAP TO PAY está indisponível á vários dias?,@nubank porque o TAP TO PAY está indisponível á vários dias?,nubank porque tap pay está indisponível vários dias,"['nubank', 'porque', 'tap', 'pay', 'está', 'indisponível', 'vários', 'dias']","['nubank', 'porque', 'tap', 'pay', 'indisponível', 'vários', 'dias']","['nubank', 'porqu', 'tap', 'pay', 'indispon', 'vári', 'dia']",nubank porqu tap pay indispon vári dia
"@nubank pior banco que existe,precisando do dinheiro que está lá e ficam tirando onda com a cara dos outros,assim que voltar ao normal irei cancelar essa contato","@nubank pior banco que existe,precisando do dinheiro que está lá e ficam tirando onda com a cara dos outros,assim que voltar ao normal irei cancelar essa contato",nubank pior banco que existeprecisando dinheiro que está ficam tirando onda com cara dos outrosassim que voltar normal irei cancelar essa contato,"['nubank', 'pior', 'banco', 'que', 'existeprecisando', 'dinheiro', 'que', 'está', 'ficam', 'tirando', 'onda', 'com', 'cara', 'dos', 'outrosassim', 'que', 'voltar', 'normal', 'irei', 'cancelar', 'essa', 'contato']","['nubank', 'pior', 'banco', 'existeprecisando', 'dinheiro', 'ficam', 'tirando', 'onda', 'cara', 'outrosassim', 'voltar', 'normal', 'irei', 'cancelar', 'contato']","['nubank', 'pi', 'banc', 'existeprecis', 'dinh', 'fic', 'tir', 'ond', 'car', 'outrosassim', 'volt', 'norm', 'ire', 'cancel', 'contat']",nubank pi banc existeprecis dinh fic tir ond car outrosassim volt norm ire cancel contat
@nubank o TAP TO PAY não está funcionando há vários dias!,@nubank o TAP TO PAY não está funcionando há vários dias!,nubank tap pay não está funcionando vários dias,"['nubank', 'tap', 'pay', 'não', 'está', 'funcionando', 'vários', 'dias']","['nubank', 'tap', 'pay', 'funcionando', 'vários', 'dias']","['nubank', 'tap', 'pay', 'funcion', 'vári', 'dia']",nubank tap pay funcion vári dia
"Não consigo resgatar meu dinheiro da caixa de emergência a 2 dias, alguém sabe o que pode ser?","Não consigo resgatar meu dinheiro da caixa de emergência a 2 dias, alguém sabe o que pode ser?",não consigo resgatar meu dinheiro caixa emergência dias alguém sabe que pode ser,"['não', 'consigo', 'resgatar', 'meu', 'dinheiro', 'caixa', 'emergência', 'dias', 'alguém', 'sabe', 'que', 'pode', 'ser']","['consigo', 'resgatar', 'dinheiro', 'caixa', 'emergência', 'dias', 'alguém', 'sabe', 'pode']","['consig', 'resgat', 'dinh', 'caix', 'emerg', 'dia', 'alguém', 'sab', 'pod']",consig resgat dinh caix emerg dia alguém sab pod
App não abre! O que tá acontecendo @nubank arruma isso,App não abre! O que tá acontecendo @nubank arruma isso,app não abre que acontecendo nubank arruma isso,"['app', 'não', 'abre', 'que', 'acontecendo', 'nubank', 'arruma', 'isso']","['app', 'abre', 'acontecendo', 'nubank', 'arruma']","['app', 'abr', 'acontec', 'nubank', 'arrum']",app abr acontec nubank arrum
O app não pega de jeito nenhum 😑,O app não pega de jeito nenhum :expressionless_face:,app não pega jeito nenhum expressionless_face,"['app', 'não', 'pega', 'jeito', 'nenhum', 'expressionless_face']","['app', 'pega', 'jeito', 'nenhum', 'expressionless_face']","['app', 'peg', 'jeit', 'nenhum', 'expressionless_fac']",app peg jeit nenhum expressionless_fac
"Gente, o tap to pay sem funcionar e a gente PJ sem qualquer satisfação?","Gente, o tap to pay sem funcionar e a gente PJ sem qualquer satisfação?",gente tap pay sem funcionar gente sem qualquer satisfação,"['gente', 'tap', 'pay', 'sem', 'funcionar', 'gente', 'sem', 'qualquer', 'satisfação']","['gente', 'tap', 'pay', 'funcionar', 'gente', 'qualquer', 'satisfação']","['gent', 'tap', 'pay', 'funcion', 'gent', 'qualqu', 'satisf']",gent tap pay funcion gent qualqu satisf
"Pelo amor de Deus, eu não aguento mais voces me ligando procurando por Larissa. Eu não sou Larissa, mudei de numero há menos de 15 dias e desde então recebo ligações sem parar. Já pedi diversas vezes para pararem, mas ficam me importunando o tempo inteiro! Eu não aguento mais !!!!","Pelo amor de Deus, eu não aguento mais voces me ligando procurando por Larissa. Eu não sou Larissa, mudei de numero há menos de 15 dias e desde então recebo ligações sem parar. Já pedi diversas vezes para pararem, mas ficam me importunando o tempo inteiro! Eu não aguento mais !!!!",pelo amor deus não aguento mais voces ligando procurando por larissa não sou larissa mudei numero menos dias desde então recebo ligações sem parar pedi diversas vezes para pararem mas ficam importunando tempo inteiro não aguento mais ,"['pelo', 'amor', 'deus', 'não', 'aguento', 'mais', 'voces', 'ligando', 'procurando', 'por', 'larissa', 'não', 'sou', 'larissa', 'mudei', 'numero', 'menos', 'dias', 'desde', 'então', 'recebo', 'ligações', 'sem', 'parar', 'pedi', 'diversas', 'vezes', 'para', 'pararem', 'mas', 'ficam', 'importunando', 'tempo', 'inteiro', 'não', 'aguento', 'mais']","['amor', 'deus', 'aguento', 'voces', 'ligando', 'procurando', 'larissa', 'larissa', 'mudei', 'numero', 'menos', 'dias', 'desde', 'então', 'recebo', 'ligações', 'parar', 'pedi', 'diversas', 'vezes', 'pararem', 'ficam', 'importunando', 'tempo', 'inteiro', 'aguento']","['am', 'deu', 'aguent', 'voc', 'lig', 'procur', 'lariss', 'lariss', 'mud', 'numer', 'menos', 'dia', 'desd', 'ent', 'receb', 'lig', 'par', 'ped', 'divers', 'vez', 'par', 'fic', 'importun', 'temp', 'int', 'aguent']",am deu aguent voc lig procur lariss lariss mud numer menos dia desd ent receb lig par ped divers vez par fic importun temp int aguent
"E o Tap do Pay não vai voltar? Já está a dias fora do ar. E não adianta falar pra entrar em contato com o atendimento pq lá só falam pra usar outro método de cobrança. Mas e o outro método, vão cobrar menos taxa tbm??","E o Tap do Pay não vai voltar? Já está a dias fora do ar. E não adianta falar pra entrar em contato com o atendimento pq lá só falam pra usar outro método de cobrança. Mas e o outro método, vão cobrar menos taxa tbm??",tap pay não vai voltar está dias fora ar não adianta falar pra entrar contato com atendimento falam pra usar outro método cobrança mas outro método vão cobrar menos taxa tbm,"['tap', 'pay', 'não', 'vai', 'voltar', 'está', 'dias', 'fora', 'ar', 'não', 'adianta', 'falar', 'pra', 'entrar', 'contato', 'com', 'atendimento', 'falam', 'pra', 'usar', 'outro', 'método', 'cobrança', 'mas', 'outro', 'método', 'vão', 'cobrar', 'menos', 'taxa', 'tbm']","['tap', 'pay', 'vai', 'voltar', 'dias', 'ar', 'adianta', 'falar', 'pra', 'entrar', 'contato', 'atendimento', 'falam', 'pra', 'usar', 'outro', 'método', 'cobrança', 'outro', 'método', 'vão', 'cobrar', 'menos', 'taxa', 'tbm']","['tap', 'pay', 'vai', 'volt', 'dia', 'ar', 'adiant', 'fal', 'pra', 'entr', 'contat', 'atend', 'fal', 'pra', 'us', 'outr', 'métod', 'cobranç', 'outr', 'métod', 'vão', 'cobr', 'menos', 'tax', 'tbm']",tap pay vai volt dia ar adiant fal pra entr contat atend fal pra us outr métod cobranç outr métod vão cobr menos tax tbm
