Comente,Comente_texto,texto_limpo,tokens,tokens_sem_stopwords,tokens_stemmed,texto_final
@edi_morena.42 bom sucesso o nome da novela,@edi_morena.42 bom sucesso o nome da novela,edi_morena42 bom sucesso nome novela,"['edi_morena42', 'bom', 'sucesso', 'nome', 'novela']","['edi_morena42', 'bom', 'sucesso', 'nome', 'novela']","['edi_morena42', 'bom', 'sucess', 'nom', 'novel']",edi_morena42 bom sucess nom novel
"@jnetto1975 mano pra eles é lucro, dinheiro tá bloqueado pra você, mais eles movimentam esse dinheiro ganhando mais dinheiro em cima, ou seja quanto mais dinheiro bloqueado mais lucro pra eles, isso é estratégia dessas merdas de banco digitais.","@jnetto1975 mano pra eles é lucro, dinheiro tá bloqueado pra você, mais eles movimentam esse dinheiro ganhando mais dinheiro em cima, ou seja quanto mais dinheiro bloqueado mais lucro pra eles, isso é estratégia dessas merdas de banco digitais.",jnetto1975 mano pra eles lucro dinheiro bloqueado pra você mais eles movimentam esse dinheiro ganhando mais dinheiro cima seja quanto mais dinheiro bloqueado mais lucro pra eles isso estratégia dessas merdas banco digitais,"['jnetto1975', 'mano', 'pra', 'eles', 'lucro', 'dinheiro', 'bloqueado', 'pra', 'você', 'mais', 'eles', 'movimentam', 'esse', 'dinheiro', 'ganhando', 'mais', 'dinheiro', 'cima', 'seja', 'quanto', 'mais', 'dinheiro', 'bloqueado', 'mais', 'lucro', 'pra', 'eles', 'isso', 'estratégia', 'dessas', 'merdas', 'banco', 'digitais']","['jnetto1975', 'mano', 'pra', 'lucro', 'dinheiro', 'bloqueado', 'pra', 'movimentam', 'dinheiro', 'ganhando', 'dinheiro', 'cima', 'quanto', 'dinheiro', 'bloqueado', 'lucro', 'pra', 'estratégia', 'dessas', 'merdas', 'banco', 'digitais']","['jnetto1975', 'man', 'pra', 'lucr', 'dinh', 'bloque', 'pra', 'moviment', 'dinh', 'ganh', 'dinh', 'cim', 'quant', 'dinh', 'bloque', 'lucr', 'pra', 'estratég', 'dess', 'merd', 'banc', 'digit']",jnetto1975 man pra lucr dinh bloque pra moviment dinh ganh dinh cim quant dinh bloque lucr pra estratég dess merd banc digit
"@gy_castrooo pode esperar o cancelamento, a minha foi desse jeito.","@gy_castrooo pode esperar o cancelamento, a minha foi desse jeito.",gy_castrooo pode esperar cancelamento minha foi desse jeito,"['gy_castrooo', 'pode', 'esperar', 'cancelamento', 'minha', 'foi', 'desse', 'jeito']","['gy_castrooo', 'pode', 'esperar', 'cancelamento', 'desse', 'jeito']","['gy_castroo', 'pod', 'esper', 'cancel', 'dess', 'jeit']",gy_castroo pod esper cancel dess jeit
@leticiias_01 colocaram mais 7 dias de prazo kkkk,@leticiias_01 colocaram mais 7 dias de prazo kkkk,leticiias_01 colocaram mais dias prazo kkkk,"['leticiias_01', 'colocaram', 'mais', 'dias', 'prazo', 'kkkk']","['leticiias_01', 'colocaram', 'dias', 'prazo', 'kkkk']","['leticiias_01', 'coloc', 'dia', 'praz', 'kkkk']",leticiias_01 coloc dia praz kkkk
@thayssalopess1  ainda não,@thayssalopess1  ainda não,thayssalopess1 ainda não,"['thayssalopess1', 'ainda', 'não']","['thayssalopess1', 'ainda']","['thayssalopess1', 'aind']",thayssalopess1 aind
O casal prefeito  ĺindos ❤😂,O casal prefeito  ĺindos :red_heart::face_with_tears_of_joy:,casal prefeito ĺindos red_heartface_with_tears_of_joy,"['casal', 'prefeito', 'ĺindos', 'red_heartface_with_tears_of_joy']","['casal', 'prefeito', 'ĺindos', 'red_heartface_with_tears_of_joy']","['casal', 'prefeit', 'ĺind', 'red_heartface_with_tears_of_joy']",casal prefeit ĺind red_heartface_with_tears_of_joy
"Não tenho caixinha turbo até hoje, no meu app não liberou","Não tenho caixinha turbo até hoje, no meu app não liberou",não tenho caixinha turbo até hoje meu app não liberou,"['não', 'tenho', 'caixinha', 'turbo', 'até', 'hoje', 'meu', 'app', 'não', 'liberou']","['caixinha', 'turbo', 'hoje', 'app', 'liberou']","['caix', 'turb', 'hoj', 'app', 'liber']",caix turb hoj app liber
"Caso ninguém tenha lhe dito isso hoje: 
Você é uma pessoa especial e incrível.
Eu desejo que coisas boas aconteçam na sua vida! E  outra, Jesus Te ama. 🫂❤","Caso ninguém tenha lhe dito isso hoje: 
Você é uma pessoa especial e incrível.
Eu desejo que coisas boas aconteçam na sua vida! E  outra, Jesus Te ama. :people_hugging::red_heart:",caso ninguém tenha lhe dito isso hoje você uma pessoa especial incrível desejo que coisas boas aconteçam sua vida outra jesus ama people_huggingred_heart,"['caso', 'ninguém', 'tenha', 'lhe', 'dito', 'isso', 'hoje', 'você', 'uma', 'pessoa', 'especial', 'incrível', 'desejo', 'que', 'coisas', 'boas', 'aconteçam', 'sua', 'vida', 'outra', 'jesus', 'ama', 'people_huggingred_heart']","['caso', 'ninguém', 'dito', 'hoje', 'pessoa', 'especial', 'incrível', 'desejo', 'coisas', 'boas', 'aconteçam', 'vida', 'outra', 'jesus', 'ama', 'people_huggingred_heart']","['cas', 'ninguém', 'dit', 'hoj', 'pesso', 'espec', 'incr', 'desej', 'cois', 'boa', 'aconteç', 'vid', 'outr', 'jesu', 'ama', 'people_huggingred_heart']",cas ninguém dit hoj pesso espec incr desej cois boa aconteç vid outr jesu ama people_huggingred_heart
"E eu até hoje tentando pegar um cartão de crédito na NU, PLS Nubank libera crédito pra mim nunca te pedi nada 😢","E eu até hoje tentando pegar um cartão de crédito na NU, PLS Nubank libera crédito pra mim nunca te pedi nada :crying_face:",até hoje tentando pegar cartão crédito nu pls nubank libera crédito pra mim nunca pedi nada crying_face,"['até', 'hoje', 'tentando', 'pegar', 'cartão', 'crédito', 'nu', 'pls', 'nubank', 'libera', 'crédito', 'pra', 'mim', 'nunca', 'pedi', 'nada', 'crying_face']","['hoje', 'tentando', 'pegar', 'cartão', 'crédito', 'nu', 'pls', 'nubank', 'libera', 'crédito', 'pra', 'mim', 'nunca', 'pedi', 'nada', 'crying_face']","['hoj', 'tent', 'peg', 'cart', 'crédit', 'nu', 'pl', 'nubank', 'lib', 'crédit', 'pra', 'mim', 'nunc', 'ped', 'nad', 'crying_fac']",hoj tent peg cart crédit nu pl nubank lib crédit pra mim nunc ped nad crying_fac
Tom ❤️,Tom :red_heart:,tom red_heart,"['tom', 'red_heart']","['tom', 'red_heart']","['tom', 'red_heart']",tom red_heart
Draco Malfoy,Draco Malfoy,draco malfoy,"['draco', 'malfoy']","['draco', 'malfoy']","['drac', 'malfoy']",drac malfoy
💜💜💜💜🪄,:purple_heart::purple_heart::purple_heart::purple_heart::magic_wand:,purple_heartpurple_heartpurple_heartpurple_heartmagic_wand,['purple_heartpurple_heartpurple_heartpurple_heartmagic_wand'],['purple_heartpurple_heartpurple_heartpurple_heartmagic_wand'],['purple_heartpurple_heartpurple_heartpurple_heartmagic_wand'],purple_heartpurple_heartpurple_heartpurple_heartmagic_wand
"@nubank não sei quanto tempo que tenho mas acho que mais de 5 anos e até hoje nada de crédito. Sempre ultilizei o Nubank pra fazer pix, pagar contas e comprar coisas e tudo no débito até meu irmão mais novo vcs já liberaram crédito e pra mim nada mas tá certo se não quer não vou mais insistir 😑😑😑","@nubank não sei quanto tempo que tenho mas acho que mais de 5 anos e até hoje nada de crédito. Sempre ultilizei o Nubank pra fazer pix, pagar contas e comprar coisas e tudo no débito até meu irmão mais novo vcs já liberaram crédito e pra mim nada mas tá certo se não quer não vou mais insistir :expressionless_face::expressionless_face::expressionless_face:",nubank não sei quanto tempo que tenho mas acho que mais anos até hoje nada crédito sempre ultilizei nubank pra fazer pix pagar contas comprar coisas tudo débito até meu irmão mais novo vcs liberaram crédito pra mim nada mas certo não quer não vou mais insistir expressionless_faceexpressionless_faceexpressionless_face,"['nubank', 'não', 'sei', 'quanto', 'tempo', 'que', 'tenho', 'mas', 'acho', 'que', 'mais', 'anos', 'até', 'hoje', 'nada', 'crédito', 'sempre', 'ultilizei', 'nubank', 'pra', 'fazer', 'pix', 'pagar', 'contas', 'comprar', 'coisas', 'tudo', 'débito', 'até', 'meu', 'irmão', 'mais', 'novo', 'vcs', 'liberaram', 'crédito', 'pra', 'mim', 'nada', 'mas', 'certo', 'não', 'quer', 'não', 'vou', 'mais', 'insistir', 'expressionless_faceexpressionless_faceexpressionless_face']","['nubank', 'sei', 'quanto', 'tempo', 'acho', 'anos', 'hoje', 'nada', 'crédito', 'sempre', 'ultilizei', 'nubank', 'pra', 'fazer', 'pix', 'pagar', 'contas', 'comprar', 'coisas', 'tudo', 'débito', 'irmão', 'novo', 'vcs', 'liberaram', 'crédito', 'pra', 'mim', 'nada', 'certo', 'quer', 'vou', 'insistir', 'expressionless_faceexpressionless_faceexpressionless_face']","['nubank', 'sei', 'quant', 'temp', 'ach', 'ano', 'hoj', 'nad', 'crédit', 'sempr', 'ultiliz', 'nubank', 'pra', 'faz', 'pix', 'pag', 'cont', 'compr', 'cois', 'tud', 'débit', 'irm', 'nov', 'vc', 'liber', 'crédit', 'pra', 'mim', 'nad', 'cert', 'qu', 'vou', 'insist', 'expressionless_faceexpressionless_faceexpressionless_fac']",nubank sei quant temp ach ano hoj nad crédit sempr ultiliz nubank pra faz pix pag cont compr cois tud débit irm nov vc liber crédit pra mim nad cert qu vou insist expressionless_faceexpressionless_faceexpressionless_fac
@nubank Tenho bem mais que 900 todo mês e ainda não desbloqueou,@nubank Tenho bem mais que 900 todo mês e ainda não desbloqueou,nubank tenho bem mais que 900 todo mês ainda não desbloqueou,"['nubank', 'tenho', 'bem', 'mais', 'que', '900', 'todo', 'mês', 'ainda', 'não', 'desbloqueou']","['nubank', 'bem', '900', 'todo', 'mês', 'ainda', 'desbloqueou']","['nubank', 'bem', '900', 'tod', 'mê', 'aind', 'desbloqu']",nubank bem 900 tod mê aind desbloqu
Malfoy 😍,Malfoy :smiling_face_with_heart-eyes:,malfoy smiling_face_with_hearteyes,"['malfoy', 'smiling_face_with_hearteyes']","['malfoy', 'smiling_face_with_hearteyes']","['malfoy', 'smiling_face_with_heartey']",malfoy smiling_face_with_heartey
bloqueia dinheiro toda hora.,bloqueia dinheiro toda hora.,bloqueia dinheiro toda hora,"['bloqueia', 'dinheiro', 'toda', 'hora']","['bloqueia', 'dinheiro', 'toda', 'hora']","['bloque', 'dinh', 'tod', 'hor']",bloque dinh tod hor
"Alguém que teve esse problema do dinheiro sumir da conta, ter a conta bloqueada, e conseguiram resolver e ter seu dinheiro d volta????????","Alguém que teve esse problema do dinheiro sumir da conta, ter a conta bloqueada, e conseguiram resolver e ter seu dinheiro d volta????????",alguém que teve esse problema dinheiro sumir conta ter conta bloqueada conseguiram resolver ter seu dinheiro volta,"['alguém', 'que', 'teve', 'esse', 'problema', 'dinheiro', 'sumir', 'conta', 'ter', 'conta', 'bloqueada', 'conseguiram', 'resolver', 'ter', 'seu', 'dinheiro', 'volta']","['alguém', 'problema', 'dinheiro', 'sumir', 'conta', 'ter', 'conta', 'bloqueada', 'conseguiram', 'resolver', 'ter', 'dinheiro', 'volta']","['alguém', 'problem', 'dinh', 'sum', 'cont', 'ter', 'cont', 'bloque', 'consegu', 'resolv', 'ter', 'dinh', 'volt']",alguém problem dinh sum cont ter cont bloque consegu resolv ter dinh volt
Do neidaaa o Draco Malfoy fazendo propaganda do meu banco,Do neidaaa o Draco Malfoy fazendo propaganda do meu banco,neidaaa draco malfoy fazendo propaganda meu banco,"['neidaaa', 'draco', 'malfoy', 'fazendo', 'propaganda', 'meu', 'banco']","['neidaaa', 'draco', 'malfoy', 'fazendo', 'propaganda', 'banco']","['neidaa', 'drac', 'malfoy', 'faz', 'propagand', 'banc']",neidaa drac malfoy faz propagand banc
Top😍😍,Top:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,topsmiling_face_with_hearteyessmiling_face_with_hearteyes,['topsmiling_face_with_hearteyessmiling_face_with_hearteyes'],['topsmiling_face_with_hearteyessmiling_face_with_hearteyes'],['topsmiling_face_with_hearteyessmiling_face_with_heartey'],topsmiling_face_with_hearteyessmiling_face_with_heartey
@anapaulasantos4243 conheço uma pessoa que por enquanto não teve que acionar um advogado!!,@anapaulasantos4243 conheço uma pessoa que por enquanto não teve que acionar um advogado!!,anapaulasantos4243 conheço uma pessoa que por enquanto não teve que acionar advogado,"['anapaulasantos4243', 'conheço', 'uma', 'pessoa', 'que', 'por', 'enquanto', 'não', 'teve', 'que', 'acionar', 'advogado']","['anapaulasantos4243', 'conheço', 'pessoa', 'enquanto', 'acionar', 'advogado']","['anapaulasantos4243', 'conheç', 'pesso', 'enquant', 'acion', 'advog']",anapaulasantos4243 conheç pesso enquant acion advog
@nubank 🤍🤍🤍🤍,@nubank :white_heart::white_heart::white_heart::white_heart:,nubank white_heartwhite_heartwhite_heartwhite_heart,"['nubank', 'white_heartwhite_heartwhite_heartwhite_heart']","['nubank', 'white_heartwhite_heartwhite_heartwhite_heart']","['nubank', 'white_heartwhite_heartwhite_heartwhite_heart']",nubank white_heartwhite_heartwhite_heartwhite_heart
Verdade que banco Nubank vai deixar de existe @nubank ?,Verdade que banco Nubank vai deixar de existe @nubank ?,verdade que banco nubank vai deixar existe nubank,"['verdade', 'que', 'banco', 'nubank', 'vai', 'deixar', 'existe', 'nubank']","['verdade', 'banco', 'nubank', 'vai', 'deixar', 'existe', 'nubank']","['verdad', 'banc', 'nubank', 'vai', 'deix', 'exist', 'nubank']",verdad banc nubank vai deix exist nubank
@nubank me dê mais limite de presente de aniversário aí?! Nunca te pedi nada😂😂😂💜,@nubank me dê mais limite de presente de aniversário aí?! Nunca te pedi nada:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::purple_heart:,nubank mais limite presente aniversário aí nunca pedi nadaface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joypurple_heart,"['nubank', 'mais', 'limite', 'presente', 'aniversário', 'aí', 'nunca', 'pedi', 'nadaface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joypurple_heart']","['nubank', 'limite', 'presente', 'aniversário', 'aí', 'nunca', 'pedi', 'nadaface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joypurple_heart']","['nubank', 'limit', 'pres', 'aniversári', 'aí', 'nunc', 'ped', 'nadaface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joypurple_heart']",nubank limit pres aniversári aí nunc ped nadaface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joypurple_heart
"@nubank cadê meu dinheiro??
##cade o comprovante de devolução por segurança???
Tão ganhando bem com issso em cima dos clientes","@nubank cadê meu dinheiro??
##cade o comprovante de devolução por segurança???
Tão ganhando bem com issso em cima dos clientes",nubank cadê meu dinheiro cade comprovante devolução por segurança tão ganhando bem com issso cima dos clientes,"['nubank', 'cadê', 'meu', 'dinheiro', 'cade', 'comprovante', 'devolução', 'por', 'segurança', 'tão', 'ganhando', 'bem', 'com', 'issso', 'cima', 'dos', 'clientes']","['nubank', 'cadê', 'dinheiro', 'cade', 'comprovante', 'devolução', 'segurança', 'tão', 'ganhando', 'bem', 'issso', 'cima', 'clientes']","['nubank', 'cad', 'dinh', 'cad', 'comprov', 'devoluç', 'seguranç', 'tão', 'ganh', 'bem', 'isss', 'cim', 'client']",nubank cad dinh cad comprov devoluç seguranç tão ganh bem isss cim client
@nubank @vehsantanaa,@nubank @vehsantanaa,nubank vehsantanaa,"['nubank', 'vehsantanaa']","['nubank', 'vehsantanaa']","['nubank', 'vehsantana']",nubank vehsantana
@giimenez.la 😍,@giimenez.la :smiling_face_with_heart-eyes:,giimenezla smiling_face_with_hearteyes,"['giimenezla', 'smiling_face_with_hearteyes']","['giimenezla', 'smiling_face_with_hearteyes']","['giimenezl', 'smiling_face_with_heartey']",giimenezl smiling_face_with_heartey
"Que coisa mais linda, Tom Felton "" brasileiro""💜💜💜💜💜💜💜💜💜","Que coisa mais linda, Tom Felton "" brasileiro"":purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:",que coisa mais linda tom felton brasileiropurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart,"['que', 'coisa', 'mais', 'linda', 'tom', 'felton', 'brasileiropurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart']","['coisa', 'linda', 'tom', 'felton', 'brasileiropurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart']","['cois', 'lind', 'tom', 'felton', 'brasileiropurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart']",cois lind tom felton brasileiropurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart
@melbeeby você recebeu de volta?,@melbeeby você recebeu de volta?,melbeeby você recebeu volta,"['melbeeby', 'você', 'recebeu', 'volta']","['melbeeby', 'recebeu', 'volta']","['melbeeby', 'receb', 'volt']",melbeeby receb volt
@jakeline_alvees eles te devolveram?,@jakeline_alvees eles te devolveram?,jakeline_alvees eles devolveram,"['jakeline_alvees', 'eles', 'devolveram']","['jakeline_alvees', 'devolveram']","['jakeline_alve', 'devolv']",jakeline_alve devolv
"até agora nda , já mandei 6 vezes a conta pra devolução e nda até agora!","até agora nda , já mandei 6 vezes a conta pra devolução e nda até agora!",até agora nda mandei vezes conta pra devolução nda até agora,"['até', 'agora', 'nda', 'mandei', 'vezes', 'conta', 'pra', 'devolução', 'nda', 'até', 'agora']","['agora', 'nda', 'mandei', 'vezes', 'conta', 'pra', 'devolução', 'nda', 'agora']","['agor', 'nda', 'mand', 'vez', 'cont', 'pra', 'devoluç', 'nda', 'agor']",agor nda mand vez cont pra devoluç nda agor
eles te devolveram?,eles te devolveram?,eles devolveram,"['eles', 'devolveram']",['devolveram'],['devolv'],devolv
@jakeline_alvees @nubank,@jakeline_alvees @nubank,jakeline_alvees nubank,"['jakeline_alvees', 'nubank']","['jakeline_alvees', 'nubank']","['jakeline_alve', 'nubank']",jakeline_alve nubank
"@nubank não vcs não entendem!! pq a única renda que tenho vcs bloquearam sexta feira e até hj 06/05 nda de devolver dinheiro que é meu. 
 pq dias úteis ? oi ? e minhas contas que tenho que paga hj, e amanhã? vcs vai me ressarcir com juros? e a fraldas comida que preciso comprar vai me manda o pix! vcs está segurando um dinheiro que não é de vcs! e meu.","@nubank não vcs não entendem!! pq a única renda que tenho vcs bloquearam sexta feira e até hj 06/05 nda de devolver dinheiro que é meu. 
 pq dias úteis ? oi ? e minhas contas que tenho que paga hj, e amanhã? vcs vai me ressarcir com juros? e a fraldas comida que preciso comprar vai me manda o pix! vcs está segurando um dinheiro que não é de vcs! e meu.",nubank não vcs não entendem única renda que tenho vcs bloquearam sexta feira até 0605 nda devolver dinheiro que meu dias úteis minhas contas que tenho que paga hj amanhã vcs vai ressarcir com juros fraldas comida que preciso comprar vai manda pix vcs está segurando dinheiro que não vcs meu,"['nubank', 'não', 'vcs', 'não', 'entendem', 'única', 'renda', 'que', 'tenho', 'vcs', 'bloquearam', 'sexta', 'feira', 'até', '0605', 'nda', 'devolver', 'dinheiro', 'que', 'meu', 'dias', 'úteis', 'minhas', 'contas', 'que', 'tenho', 'que', 'paga', 'hj', 'amanhã', 'vcs', 'vai', 'ressarcir', 'com', 'juros', 'fraldas', 'comida', 'que', 'preciso', 'comprar', 'vai', 'manda', 'pix', 'vcs', 'está', 'segurando', 'dinheiro', 'que', 'não', 'vcs', 'meu']","['nubank', 'vcs', 'entendem', 'única', 'renda', 'vcs', 'bloquearam', 'sexta', 'feira', '0605', 'nda', 'devolver', 'dinheiro', 'dias', 'úteis', 'contas', 'paga', 'hj', 'amanhã', 'vcs', 'vai', 'ressarcir', 'juros', 'fraldas', 'comida', 'preciso', 'comprar', 'vai', 'manda', 'pix', 'vcs', 'segurando', 'dinheiro', 'vcs']","['nubank', 'vc', 'entend', 'únic', 'rend', 'vc', 'bloque', 'sext', 'feir', '0605', 'nda', 'devolv', 'dinh', 'dia', 'útel', 'cont', 'pag', 'hj', 'amanhã', 'vc', 'vai', 'ressarc', 'jur', 'frald', 'com', 'precis', 'compr', 'vai', 'mand', 'pix', 'vc', 'segur', 'dinh', 'vc']",nubank vc entend únic rend vc bloque sext feir 0605 nda devolv dinh dia útel cont pag hj amanhã vc vai ressarc jur frald com precis compr vai mand pix vc segur dinh vc
@edward._.lima._ @nubank,@edward._.lima._ @nubank,edward_lima_ nubank,"['edward_lima_', 'nubank']","['edward_lima_', 'nubank']","['edward_lima_', 'nubank']",edward_lima_ nubank
Aproveitando a onde de perguntas: Campos Neto? Cargo inédito? 🤡,Aproveitando a onde de perguntas: Campos Neto? Cargo inédito? :clown_face:,aproveitando onde perguntas campos neto cargo inédito clown_face,"['aproveitando', 'onde', 'perguntas', 'campos', 'neto', 'cargo', 'inédito', 'clown_face']","['aproveitando', 'onde', 'perguntas', 'campos', 'neto', 'cargo', 'inédito', 'clown_face']","['aproveit', 'ond', 'pergunt', 'camp', 'net', 'carg', 'inédit', 'clown_fac']",aproveit ond pergunt camp net carg inédit clown_fac
Não consigo fazer o cartão para minha mãe 😢 o app não reconhece pessoa com deficiência visual,Não consigo fazer o cartão para minha mãe :crying_face: o app não reconhece pessoa com deficiência visual,não consigo fazer cartão para minha mãe crying_face app não reconhece pessoa com deficiência visual,"['não', 'consigo', 'fazer', 'cartão', 'para', 'minha', 'mãe', 'crying_face', 'app', 'não', 'reconhece', 'pessoa', 'com', 'deficiência', 'visual']","['consigo', 'fazer', 'cartão', 'mãe', 'crying_face', 'app', 'reconhece', 'pessoa', 'deficiência', 'visual']","['consig', 'faz', 'cart', 'mãe', 'crying_fac', 'app', 'reconhec', 'pesso', 'defici', 'visual']",consig faz cart mãe crying_fac app reconhec pesso defici visual
Quando vai ter reits e stocks na plataforma da NuBank?,Quando vai ter reits e stocks na plataforma da NuBank?,quando vai ter reits stocks plataforma nubank,"['quando', 'vai', 'ter', 'reits', 'stocks', 'plataforma', 'nubank']","['vai', 'ter', 'reits', 'stocks', 'plataforma', 'nubank']","['vai', 'ter', 'reit', 'stock', 'plataform', 'nubank']",vai ter reit stock plataform nubank
@jakeline_alvees aconteceu ontem de manhã na minha conta.  Recebi 800 reais e a conta foi bloqueada.,@jakeline_alvees aconteceu ontem de manhã na minha conta.  Recebi 800 reais e a conta foi bloqueada.,jakeline_alvees aconteceu ontem manhã minha conta recebi 800 reais conta foi bloqueada,"['jakeline_alvees', 'aconteceu', 'ontem', 'manhã', 'minha', 'conta', 'recebi', '800', 'reais', 'conta', 'foi', 'bloqueada']","['jakeline_alvees', 'aconteceu', 'ontem', 'manhã', 'conta', 'recebi', '800', 'reais', 'conta', 'bloqueada']","['jakeline_alve', 'acontec', 'ont', 'manhã', 'cont', 'receb', '800', 'real', 'cont', 'bloque']",jakeline_alve acontec ont manhã cont receb 800 real cont bloque
"A minha foi bloqueada ontem de manhã com 937 reais,  dinheiro de pagar a prestação da casa já tá até atrasada 😢","A minha foi bloqueada ontem de manhã com 937 reais,  dinheiro de pagar a prestação da casa já tá até atrasada :crying_face:",minha foi bloqueada ontem manhã com 937 reais dinheiro pagar prestação casa até atrasada crying_face,"['minha', 'foi', 'bloqueada', 'ontem', 'manhã', 'com', '937', 'reais', 'dinheiro', 'pagar', 'prestação', 'casa', 'até', 'atrasada', 'crying_face']","['bloqueada', 'ontem', 'manhã', '937', 'reais', 'dinheiro', 'pagar', 'prestação', 'casa', 'atrasada', 'crying_face']","['bloque', 'ont', 'manhã', '937', 'real', 'dinh', 'pag', 'prest', 'cas', 'atras', 'crying_fac']",bloque ont manhã 937 real dinh pag prest cas atras crying_fac
@maicon_moreira4 ele me devolveram dia 07 🙏🏻,@maicon_moreira4 ele me devolveram dia 07 :folded_hands_light_skin_tone:,maicon_moreira4 ele devolveram dia folded_hands_light_skin_tone,"['maicon_moreira4', 'ele', 'devolveram', 'dia', 'folded_hands_light_skin_tone']","['maicon_moreira4', 'devolveram', 'dia', 'folded_hands_light_skin_tone']","['maicon_moreira4', 'devolv', 'dia', 'folded_hands_light_skin_ton']",maicon_moreira4 devolv dia folded_hands_light_skin_ton
@jakeline_alvees demorou quanto tempo pra resolver,@jakeline_alvees demorou quanto tempo pra resolver,jakeline_alvees demorou quanto tempo pra resolver,"['jakeline_alvees', 'demorou', 'quanto', 'tempo', 'pra', 'resolver']","['jakeline_alvees', 'demorou', 'quanto', 'tempo', 'pra', 'resolver']","['jakeline_alve', 'demor', 'quant', 'temp', 'pra', 'resolv']",jakeline_alve demor quant temp pra resolv
@maicon_moreira4 eles bloquearam sexta 02/05 e devolveram 07/05 quarta feira,@maicon_moreira4 eles bloquearam sexta 02/05 e devolveram 07/05 quarta feira,maicon_moreira4 eles bloquearam sexta 0205 devolveram 0705 quarta feira,"['maicon_moreira4', 'eles', 'bloquearam', 'sexta', '0205', 'devolveram', '0705', 'quarta', 'feira']","['maicon_moreira4', 'bloquearam', 'sexta', '0205', 'devolveram', '0705', 'quarta', 'feira']","['maicon_moreira4', 'bloque', 'sext', '0205', 'devolv', '0705', 'quart', 'feir']",maicon_moreira4 bloque sext 0205 devolv 0705 quart feir
"@maicon_moreira4 pois pode esperar que vai cancelar tua conta, a minha foi desse jeito, do nada eles mandam no e-mail ’’ Seus  produtos nubank foram cancelados’’","@maicon_moreira4 pois pode esperar que vai cancelar tua conta, a minha foi desse jeito, do nada eles mandam no e-mail ’’ Seus  produtos nubank foram cancelados’’",maicon_moreira4 pois pode esperar que vai cancelar tua conta minha foi desse jeito nada eles mandam email seus produtos nubank foram cancelados,"['maicon_moreira4', 'pois', 'pode', 'esperar', 'que', 'vai', 'cancelar', 'tua', 'conta', 'minha', 'foi', 'desse', 'jeito', 'nada', 'eles', 'mandam', 'email', 'seus', 'produtos', 'nubank', 'foram', 'cancelados']","['maicon_moreira4', 'pois', 'pode', 'esperar', 'vai', 'cancelar', 'conta', 'desse', 'jeito', 'nada', 'mandam', 'email', 'produtos', 'nubank', 'cancelados']","['maicon_moreira4', 'poi', 'pod', 'esper', 'vai', 'cancel', 'cont', 'dess', 'jeit', 'nad', 'mand', 'email', 'produt', 'nubank', 'cancel']",maicon_moreira4 poi pod esper vai cancel cont dess jeit nad mand email produt nubank cancel
Gostaria de saber se eu pagar minha fatura antecipado liberam o valor que eu paguei???,Gostaria de saber se eu pagar minha fatura antecipado liberam o valor que eu paguei???,gostaria saber pagar minha fatura antecipado liberam valor que paguei,"['gostaria', 'saber', 'pagar', 'minha', 'fatura', 'antecipado', 'liberam', 'valor', 'que', 'paguei']","['gostaria', 'saber', 'pagar', 'fatura', 'antecipado', 'liberam', 'valor', 'paguei']","['gost', 'sab', 'pag', 'fatur', 'antecip', 'lib', 'val', 'pag']",gost sab pag fatur antecip lib val pag
Respndo cuidado com Nubank estão bloqueando contas corretas para usar o dinheiro do cliente,Respndo cuidado com Nubank estão bloqueando contas corretas para usar o dinheiro do cliente,respndo cuidado com nubank estão bloqueando contas corretas para usar dinheiro cliente,"['respndo', 'cuidado', 'com', 'nubank', 'estão', 'bloqueando', 'contas', 'corretas', 'para', 'usar', 'dinheiro', 'cliente']","['respndo', 'cuidado', 'nubank', 'bloqueando', 'contas', 'corretas', 'usar', 'dinheiro', 'cliente']","['respnd', 'cuid', 'nubank', 'bloque', 'cont', 'corret', 'us', 'dinh', 'client']",respnd cuid nubank bloque cont corret us dinh client
Eu amo esse banco 💜,Eu amo esse banco :purple_heart:,amo esse banco purple_heart,"['amo', 'esse', 'banco', 'purple_heart']","['amo', 'banco', 'purple_heart']","['amo', 'banc', 'purple_heart']",amo banc purple_heart
